end|hp_id|index|line|names|score|start
90.0|HP:0002011|302.0|The high demand of energy for the maintenance of brain functions makes the central nervous system particularly sensitive to disturbances in the (mitochondrial) OXPHOS and it is conceivable that cognitive functions, being the last to develop during evolution, suffer first from imbalances in the energy supply system.|['Morphological abnormality of the central nervous system', 'Abnormality of the central nervous system', 'Central nervous system disease', 'Morphological abnormality of the CNS']|0.82331496|75.0
54.0|HP:0012443|302.0|The high demand of energy for the maintenance of brain functions makes the central nervous system particularly sensitive to disturbances in the (mitochondrial) OXPHOS and it is conceivable that cognitive functions, being the last to develop during evolution, suffer first from imbalances in the energy supply system.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|49.0
203.0|HP:0100543|302.0|The high demand of energy for the maintenance of brain functions makes the central nervous system particularly sensitive to disturbances in the (mitochondrial) OXPHOS and it is conceivable that cognitive functions, being the last to develop during evolution, suffer first from imbalances in the energy supply system.|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.95951575|194.0
125.0|HP:0000925|305.0|Histological data, which also show a correlation between the severity of ID and the severity of dendritic spine malformations (Valnegri etal., ), further corroborate the hypothesis that some features of ID are caused by alterations in synaptic functions.|['Abnormality of the vertebral column', 'Abnormal spine', 'Abnormal vertebral column', 'Abnormality of the backbone', 'Abnormality of the spine', 'Abnormality of the vertebral column']|0.81842345|106.0
101.0|HP:0012757|306.0|Thus, for further experiments aimed at investigating a possible effect on synapse morphology neuronal cell lines or primary neurons might be advantageous.<br>Interestingly, SARS and WARS2 also seem to interact directly in some cases, as an analysis using the STRING (, (Szklarczyk etal., ), last accessed 07/2016) database showed.|['Abnormal neuron morphology', 'Abnormal neuron shape', 'Abnormal neuronal morphology']|0.82205933|74.0
76.0|HP:0012443|307.0|Still, in which way this could be relevant in the context of the human brain remains to be investigated.<br>With , , and the previously implicated , a noncatalytic component of the multitRNA synthetase complex and modulator of aminoacylation activity of cytoplasmic arginyltRNA synthase RRS (Iqbal etal., ) there are now at least three genes involved in tRNAaminoacylation that play a role in the pathology of hereditary cognitive disorders.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|71.0
430.0|HP:0100543|307.0|Still, in which way this could be relevant in the context of the human brain remains to be investigated.<br>With , , and the previously implicated , a noncatalytic component of the multitRNA synthetase complex and modulator of aminoacylation activity of cytoplasmic arginyltRNA synthase RRS (Iqbal etal., ) there are now at least three genes involved in tRNAaminoacylation that play a role in the pathology of hereditary cognitive disorders.|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.95951575|421.0
172.0|HP:0100543|309.0|It therefore seems that tRNAmodification and aminoacylation are emerging to be among the more prominent pathways contributing to the molecular background of human cognitive disorders and in conclusion, we would like to present the notion that not only a full but also a fully functional complement of tRNAs is vital for the development and maintenance of higher brain functions.<br><h2> ACKNOWLEDGMENTS</h2><br>We are very grateful to the affected individuals and their family for their participation in the study.|['Cognitive impairment', 'Abnormality of cognition', 'Cognitive abnormality', 'Cognitive defects', 'Cognitive deficits', 'Cognitive impairment', 'Intellectual impairment', 'Mental impairment']|0.95951575|163.0
367.0|HP:0012443|309.0|It therefore seems that tRNAmodification and aminoacylation are emerging to be among the more prominent pathways contributing to the molecular background of human cognitive disorders and in conclusion, we would like to present the notion that not only a full but also a fully functional complement of tRNAs is vital for the development and maintenance of higher brain functions.<br><h2> ACKNOWLEDGMENTS</h2><br>We are very grateful to the affected individuals and their family for their participation in the study.|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|362.0
96.0|HP:0012443|3.0|"Figure S3</b>: <i>SARS</i> expression (readcounts) determined by RNA‐sequencing of various brain tissues.</p>
<p><b>Supp."|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|91.0
90.0|HP:0012443|10.0|"Figure S5</b>: WARS2 expression (readcounts) determined by RNA‐sequencing of various brain tissues.</p>
<p><b>Supp."|['Abnormality of brain morphology', 'Abnormal shape of brain', 'Abnormality of the brain']|0.82531583|85.0
