,HPO ID,Phenotype name,No. occurrences,Earliness (lower = earlier),Example sentence
76,HP:0000750,Delayed speech and language development,1,221, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
77,HP:0001270,Motor delay,1,221, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
78,HP:0011451,Congenital microcephaly,1,221, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
79,HP:0000707,Abnormality of the nervous system,1,224, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
80,HP:0007359,Focal-onset seizure,1,227, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
81,HP:0000821,Hypothyroidism,1,232, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
82,HP:0000851,Congenital hypothyroidism,1,232, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
83,HP:0000954,Single transverse palmar crease,1,232, div div div div div figcaption figure div div class floatdisplay div class inline table id tbl1 tabindex 0 div class inline table head div table border 0 cellpadding 0 cellspacing 0 class scrollable bordered width 100 thead tr th class rowsep strong case id strong th th class rowsep strong inheritance strong th th class rowsep strong gender strong th th class rowsep strong age years strong th th class rowsep strong prenatal and neonatal history strong th th class rowsep strong pn growth retardation strong th th class rowsep strong microcephaly strong th th class rowsep strong motor delay strong th th class rowsep strong speech delay strong th th class rowsep strong dd id strong th th class rowsep strong behavioral psychiatric and neurological features strong th th class rowsep strong malformations and physical anomalies strong th th class rowsep strong additional comments strong th tr thead tbody tr td class rowsep colspan 13 strong discovery cohort strong td tr tr td i td td dn td td m td td 4 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td possible absence and focal seizures td td vsd with tortuous aortic arch horseshoe kidney cryptorchidism bl inguinal hernia deep sacral dimple and bl single palmar creases td td early onset hypothyroidism limitation of joint mobility and cutis marmorata td tr tr td ii td td dn td td m td td 7 td td sga and feeding difficulties td td y td td n td td y td td y td td mild td td sociable empathetic hand flapping tendency and attention deficit td td rt pelvic kidney rt inguinal hernia and scoliosis 
84,HP:0000952,Jaundice,1,246, td tr tr td iii td td dn td td m td td 7 td td sga polycythaemia jaundice and hypoglycaemia 
85,HP:0010529,Echolalia,1,249,congenital cmv infection td td y td td y td td n td td y td td mild td td attention deficit echolalia and tantrums 
86,HP:0000482,Microcornea,1,254, td td inguinal hernia cryptorchidism proximally placed second toes and microcornea 
87,HP:0000100,Nephrotic syndrome,1,260, td td perineal and scalp abscesses recurrent chest and ear infections allergies and nephrotic syndrome 
88,HP:0008677,Congenital nephrotic syndrome,1,260, td td perineal and scalp abscesses recurrent chest and ear infections allergies and nephrotic syndrome 
89,HP:0000501,Glaucoma,1,262, td td scoliosis td td glaucoma asthma and eczema td tr tr td class rowsep ivb td td class rowsep u td td class rowsep f td td class rowsep 68 td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep mild td td class rowsep u td td class rowsep horseshoe kidney with multiple cysts td td class rowsep hiatus hernia td tr tr td class rowsep colspan 13 strong validation cohort strong td tr tr td v td td dn td td f td td 13 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td sociable personality mild ventriculomegaly and multifocal small t2 hyperintensitites in the cerebral white matter td td vsd pda bl 5th finger clinodactyly bl 2 3 amp 
90,HP:0002036,Hiatus hernia,1,265, td td scoliosis td td glaucoma asthma and eczema td tr tr td class rowsep ivb td td class rowsep u td td class rowsep f td td class rowsep 68 td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep mild td td class rowsep u td td class rowsep horseshoe kidney with multiple cysts td td class rowsep hiatus hernia td tr tr td class rowsep colspan 13 strong validation cohort strong td tr tr td v td td dn td td f td td 13 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td sociable personality mild ventriculomegaly and multifocal small t2 hyperintensitites in the cerebral white matter td td vsd pda bl 5th finger clinodactyly bl 2 3 amp 
91,HP:0005562,Multiple renal cysts,1,265, td td scoliosis td td glaucoma asthma and eczema td tr tr td class rowsep ivb td td class rowsep u td td class rowsep f td td class rowsep 68 td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep u td td class rowsep mild td td class rowsep u td td class rowsep horseshoe kidney with multiple cysts td td class rowsep hiatus hernia td tr tr td class rowsep colspan 13 strong validation cohort strong td tr tr td v td td dn td td f td td 13 td td sga and feeding difficulties td td y td td n td td y td td y td td mod td td sociable personality mild ventriculomegaly and multifocal small t2 hyperintensitites in the cerebral white matter td td vsd pda bl 5th finger clinodactyly bl 2 3 amp 
92,HP:0009779,3-4 toe syndactyly,1,273,lt 3 4 toe syndactyly td td n td tr tr td vi td td u td td m td td 20 td td n td td y td td n td td n td td y td td mild td td stress intolerance 
93,HP:0010809,Broad uvula,1,275, td td short and broad uvula broad halluces short distal phalanx of finger and toes small nails and 5th finger clinodactyly 
94,HP:0010055,Broad hallux,1,276, td td short and broad uvula broad halluces short distal phalanx of finger and toes small nails and 5th finger clinodactyly 
95,HP:0009381,Short finger,1,277, td td short and broad uvula broad halluces short distal phalanx of finger and toes small nails and 5th finger clinodactyly 
96,HP:0009803,Short phalanx of finger,1,277, td td short and broad uvula broad halluces short distal phalanx of finger and toes small nails and 5th finger clinodactyly 
97,HP:0009882,Short distal phalanx of finger,1,277, td td short and broad uvula broad halluces short distal phalanx of finger and toes small nails and 5th finger clinodactyly 
98,HP:0012167,Hair-pulling,1,324,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
99,HP:0009778,Short thumb,1,328,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
100,HP:0100490,Camptodactyly of finger,1,329,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
101,HP:0000563,Keratoconus,1,335,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
102,HP:0000518,Cataract,1,336,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
103,HP:0000519,Developmental cataract,1,336,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
104,HP:0000523,Subcapsular cataract,1,336,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
105,HP:0007787,Posterior subcapsular cataract,1,336,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
106,HP:0008947,Infantile muscular hypotonia,1,336,published shimojima et al 2016 div class dropblock reference citations sup sup div class dropblock holder centered data db target of bib14 d1601794e569 div div 3 td tr tr td xii td td u td td f td td 21 td td n td td n td td n td td y td td y td td mild td td sociable personality attention deficit trichotillomania and seizures in early childhood td td vsd scoliosis clinodactyly short thumbs camptodactyly fetal finger pads tapering finger and 2 3 toe syndactyly td td asthma eczema reduced elbow and shoulder extension bl keratoconus and early lt posterior subcapsular cataract td tr tr td xiii td td dn td td f td td 2 td td sga td td y td td y td td y td td y td td mild td td n td td supra valvular aortic stenosis td td n td tr tr td xiv td td dn td td m td td 20 td td hypotonia and feeding difficulties td td u td td u td td y td td y td td mod td td empathetic personality and asd 
107,HP:0000201,Pierre-Robin sequence,1,339, td td pierre robin sequence dislocated radial heads rt single palm crease fetal finger pads narrow fingernails brachydactyly and toe camptodactyly td td marked external rotation of hips hl 
108,HP:0003083,Dislocated radial head,1,340, td td pierre robin sequence dislocated radial heads rt single palm crease fetal finger pads narrow fingernails brachydactyly and toe camptodactyly td td marked external rotation of hips hl 
109,HP:0001836,Camptodactyly of toe,1,345, td td pierre robin sequence dislocated radial heads rt single palm crease fetal finger pads narrow fingernails brachydactyly and toe camptodactyly td td marked external rotation of hips hl 
110,HP:0000483,Astigmatism,1,347,lt astigmatism 
111,HP:0002209,Sparse scalp hair,1,348,thin scalp hair 
112,HP:0002213,Fine hair,1,348,thin scalp hair 
113,HP:0002942,Thoracic kyphosis,1,356, td td thoracic kyphosis and bl inguinal hernia td td delayed puberty and recurrent sinusitis td tr tr td xviia td td mat td td f td td 2 td td hypotonia and feeding difficulties 
114,HP:0000823,Delayed puberty,1,357, td td thoracic kyphosis and bl inguinal hernia td td delayed puberty and recurrent sinusitis td tr tr td xviia td td mat td td f td td 2 td td hypotonia and feeding difficulties 
115,HP:0011108,Recurrent sinusitis,1,358, td td thoracic kyphosis and bl inguinal hernia td td delayed puberty and recurrent sinusitis td tr tr td xviia td td mat td td f td td 2 td td hypotonia and feeding difficulties 
116,HP:0000709,Psychosis,1,360, td td n td td n td td y td td y td td mild td td hypotonia td td n td td chronic respiratory infections td tr tr td xviib td td u td td f td td 34 td td n td td y td td y td td n td td y td td mild td td acute psychosis age 10 attention deficit and infarction right frontal cortex td td fifth finger clinodactyly 
117,HP:0011947,Respiratory tract infection,1,360, td td n td td n td td y td td y td td mild td td hypotonia td td n td td chronic respiratory infections td tr tr td xviib td td u td td f td td 34 td td n td td y td td y td td n td td y td td mild td td acute psychosis age 10 attention deficit and infarction right frontal cortex td td fifth finger clinodactyly 
118,HP:0031035,Chronic infection,1,360, td td n td td n td td y td td y td td mild td td hypotonia td td n td td chronic respiratory infections td tr tr td xviib td td u td td f td td 34 td td n td td y td td y td td n td td y td td mild td td acute psychosis age 10 attention deficit and infarction right frontal cortex td td fifth finger clinodactyly 
119,HP:0011109,Chronic sinusitis,1,363, td td chronic sinusitis td tr tr td xviii td td dn td td f td td 13 td td sga td td n td td n td td y td td y td td mild td td anxious personality and pathological demand avoidance td td gap between palate and posterior wall of pharynx 
120,HP:0000010,Recurrent urinary tract infections,1,366, td td recurrent urinary tract infections td tr tr td xixa td td mat td td f td td 7 td td n td td n td td y td td n td td n td td mod td td n td td tapvd scoliosis tapering digits and fetal finger pads 
121,HP:0002719,Recurrent infections,1,366, td td recurrent urinary tract infections td tr tr td xixa td td mat td td f td td 7 td td n td td n td td y td td n td td n td td mod td td n td td tapvd scoliosis tapering digits and fetal finger pads 
122,HP:0001562,Oligohydramnios,1,377, td td bl hl td tr tr td xixb td td mat td td f td td 5 td td sga td td n td td y td td y td td y td td mild td td n td td atrial septal defect sacro coccygeal sinus and tethering of spinal cord td td bl hl td tr tr td xixc td td mat td td m td td 2 td td n td td n td td n td td y td td y td td mod td td n td td vsd horseshoe kidney vur and hydronephrosis td td bl hl and rt eye strabismus td tr tr td xixd td td u td td f td td 37 td td n td td n td td n td td n td td n td td mild td td n td td n td td n td tr tr td xxa twin i td td mat td td f td td 4 td td rowspan 2 born at 26 week gestation oligohydramnios and dizygotic twins 
123,HP:0000803,Renal cortical cysts,1,398, td tr tr td xxii td td u td td m td td 11 td td hypotonia and feeding difficulties td td y td td y td td y td td y td td mod td td affectionate personality self harming tendency asd hypotonia and gray matter heterotopia td td renal cortical cysts congenital diaphragmatic hernia scoliosis fetal finger pads and brachydactyly td td severe gor eczema and bl mixed hl 
124,HP:0000776,Congenital diaphragmatic hernia,1,399, td tr tr td xxii td td u td td m td td 11 td td hypotonia and feeding difficulties td td y td td y td td y td td y td td mod td td affectionate personality self harming tendency asd hypotonia and gray matter heterotopia td td renal cortical cysts congenital diaphragmatic hernia scoliosis fetal finger pads and brachydactyly td td severe gor eczema and bl mixed hl 
125,HP:0100753,Schizophrenia,1,407, td tr tr td class rowsep xxiii td td class rowsep u td td class rowsep m td td class rowsep 23 td td class rowsep feeding difficulties and hypoglycemia td td class rowsep n td td class rowsep n td td class rowsep n td td class rowsep y td td class rowsep mod td td class rowsep anxious personality and schizophrenia 
126,HP:0001537,Umbilical hernia,1,411, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
127,HP:0000218,High palate,1,412, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
128,HP:0002032,Esophageal atresia,1,416, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
129,HP:0001773,Short foot,1,418, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
130,HP:0001182,Tapered finger,1,419, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
131,HP:0000767,Pectus excavatum,1,420, td td class rowsep unilateral renal agenesis ectopic testis rectal stenosis umbilical hernia high palate kyphosis and scoliosis td td class rowsep n td tr tr td class rowsep colspan 13 strong point mutations strong td tr tr td xxiv td td dn td td m td td 12 td td feeding difficulties td td y td td y td td y td td n td td mod td td hyperactivity and dystonia td td tracheesophageal fistula esophageal atresia overlapping toes short foot and tapered fingers and pectus excavatum 
132,HP:0002697,Parietal foramina,1,421, td td hypertrichosis td tr tr td xxv td td dn td td f td td 14 td td feeding difficulties td td n td td y td td n td td y td td mild td td n td td lytic lesions in both parietal bones suggestive of congenital parietal foramina td td extra skin folds on abdomen and back td tr tr td xxvi td td dn td td m td td 18 td td n td td n td td n td td y td td y td td mild td td slight social inhibition td td atrial septal defect and pectus deformity td td bl snhl distal interphalangeal joint contracture of left 5 sup th sup finger bl knee flexion contractures mild weakness in ankle plantar flexion 
133,HP:0000766,Abnormality of the sternum,1,423, td td hypertrichosis td tr tr td xxv td td dn td td f td td 14 td td feeding difficulties td td n td td y td td n td td y td td mild td td n td td lytic lesions in both parietal bones suggestive of congenital parietal foramina td td extra skin folds on abdomen and back td tr tr td xxvi td td dn td td m td td 18 td td n td td n td td n td td y td td y td td mild td td slight social inhibition td td atrial septal defect and pectus deformity td td bl snhl distal interphalangeal joint contracture of left 5 sup th sup finger bl knee flexion contractures mild weakness in ankle plantar flexion 
134,HP:0001220,Interphalangeal joint contracture of finger,1,424, td td hypertrichosis td tr tr td xxv td td dn td td f td td 14 td td feeding difficulties td td n td td y td td n td td y td td mild td td n td td lytic lesions in both parietal bones suggestive of congenital parietal foramina td td extra skin folds on abdomen and back td tr tr td xxvi td td dn td td m td td 18 td td n td td n td td n td td y td td y td td mild td td slight social inhibition td td atrial septal defect and pectus deformity td td bl snhl distal interphalangeal joint contracture of left 5 sup th sup finger bl knee flexion contractures mild weakness in ankle plantar flexion 
